name,city,district,address,location,price,description,fid
青蓬酒家(田心店),深圳市,罗湖区,广东省深圳市罗湖区青蓬酒家,"114.113249,22.569350",¥135,"片皮鸭                                ,
普宁炸豆腐                                ,
咸鱼茄子煲                                ,
红烧乳鸽                                ,
清蒸多宝鱼                                ,
潮式卤水拼盘                                ,
椒盐白心濑尿虾                                ,
冰花炖雪蛤                                ,
炭烧生蚝半打                                ,
瓦罐烧鸭",62
宝立方酒店自助餐西餐厅,深圳市,宝安区,广东省深圳市宝安区自助餐,"113.821671,22.674880",¥109,"鸳鸯猪鸡扒                                ,
团团圆圆                                ,
老火例汤                                ,
蘑菇忌廉汤                                ,
荷香腊味饭                                ,
五福临门                                ,
田园蔬菜沙律                                ,
白玉翡翠                                ,
凉菜四小碟                                ,
酥皮海鲜忌廉汤",63
五牛荟火锅馆,深圳市,罗湖区,广东省深圳市罗湖区五牛荟火锅馆,"114.125040,22.576778",¥98,"鲜牛肉                                ,
牛肉火锅                                ,
五花趾                                ,
特色手锤生丸                                ,
吊龙                                ,
胸口油                                ,
招牌湿炒牛河                                ,
牛肉炒饭                                ,
肥牛                                ,
牛肉丸",64
原牛道牛肉火锅(海王银河店),深圳市,福田区,广东省深圳市福田区牛肉火锅,"114.091636,22.535970",¥129,"牛肉火锅                                ,
花趾肉                                ,
吊龙肉                                ,
雪花肉                                ,
胸口油                                ,
生牛肉丸                                ,
匙柄肉                                ,
松茸牛肉丸                                ,
松茸牛肉丸（颗）",65
老刘家椰子鸡(龙华店),深圳市,罗湖区,广东省深圳市罗湖区老刘家,"114.112977,22.545888",¥93,"腊味煲仔饭                                ,
野生杂菌猪肚鸡                                ,
海南椰子鸡                                ,
野生珍珠马蹄                                ,
鲜椰子                                ,
野生竹笙椰子鸡                                ,
炸腐竹                                ,
鸡肉                                ,
椰汁                                ,
煲仔饭锅巴",66
君庭中餐馆,深圳市,福田区,广东省深圳市福田区君庭中餐馆,"114.083592,22.539839",¥232,"葱油粑粑                                ,
剁椒牛肉                                ,
老成都红糖糍粑                                ,
双色蒸鱼头                                ,
红烧妙龄乳鸽                                ,
白辣椒炒腊牛肉                                ,
开胃洞庭藕尖                                ,
擂辣椒糊皮蛋                                ,
招牌风味血鸭                                ,
剁椒蒸千岛湖鱼头(美)                                ,
干锅宁乡花猪肉",67
湘厨大碗菜(公明天虹店),深圳市,宝安区,广东省深圳市宝安区湘厨大碗菜,"113.799791,22.670711",¥67,"铁板水晶粉                                ,
香芋排骨                                ,
老坛酸菜鱼                                ,
血酱鸭                                ,
小炒血鸭                                ,
古汉养生鸭                                ,
彩椒鱼头                                ,
手撕筒子骨                                ,
腊肉蒸猪血丸子                                ,
酸辣鸡杂",68
聚味轩中餐厅(福朋喜来登酒店),深圳市,福田区,广东省深圳市福田区聚味轩中餐厅,"114.062332,22.511438",¥129,"鲍汁凤爪                                ,
烧鹅濑粉                                ,
福朋三色虾饺                                ,
金沙红迷肠                                ,
兰度黑椒牛柳粒                                ,
鲜虾肠                                ,
北京片皮鸭                                ,
黑椒汁牛仔骨                                ,
茶树菇炒鲜鱿                                ,
香煎鳕鱼扒",69
李师傅脆肚(华强北店),深圳市,福田区,广东省深圳市福田区李师傅脆肚,"114.084707,22.548744",¥85,"铁板土豆片                                ,
小炒肥肠                                ,
清炒莴笋丝                                ,
砂锅四季豆                                ,
咸蛋黄茄子                                ,
脆肚火锅                                ,
鱼籽焖豆腐                                ,
李师傅脆肚                                ,
脆肚微辣                                ,
酸萝卜鸡杂",70
萨莉亚意式餐厅(京基凤凰店),深圳市,罗湖区,广东省深圳市罗湖区京基凤凰店,"114.133324,22.547070",¥35,"海草沙拉                                ,
黑椒牛柳意面                                ,
薯角                                ,
蘑菇汤                                ,
肉酱焗意面                                ,
烤全鱿鱼                                ,
蒜香培根烤饭                                ,
鸡米花                                ,
奶油烤菠菜                                ,
烤鸡翅",71
八合里牛肉火锅(宝安新安店),深圳市,龙华区,广东省深圳市龙华区牛肉火锅,"114.030119,22.669949",¥92,"牛肉火锅                                ,
五花趾                                ,
吊龙伴                                ,
手打肉丸                                ,
胸口油                                ,
三花趾                                ,
匙肉                                ,
手锤牛筋丸                                ,
手捶牛肉丸（生丸）                                ,
干炒牛河",72
必胜客(坂田店),深圳市,龙岗区,广东省深圳市龙岗区必胜客(坂田店),"114.060000,22.634403",¥72,"一团皇气小吃拼盘                                ,
意面                                ,
榴莲多多比萨                                ,
嗨杯鲜果茶                                ,
潮鸭榴莲双拼芝心披萨                                ,
铁盘比萨                                ,
牛排                                ,
浓情香鸡翼（4只）                                ,
人气重磅拼盘                                ,
超牛联盟牛排拼盘",73
湘德益彰乡菜馆(新洲店),深圳市,福田区,广东省深圳市福田区湘德益彰乡菜馆,"114.046046,22.521625",¥58,"土匪猪肝                                ,
香煎大黄鱼                                ,
红烧米豆腐                                ,
剁椒水库鱼头                                ,
酱椒水库鱼头                                ,
干锅大白刁                                ,
家乡腊猪蹄                                ,
有机花菜                                ,
手撕包菜                                ,
农家小炒肉",74
炭家牛韩式烤肉,深圳市,宝安区,广东省深圳市宝安区炭家牛韩式烤肉,"113.814151,22.732421",¥87,"海鲜饼                                ,
护心肉                                ,
风干肠                                ,
菌类拼盘                                ,
韩式秋刀鱼                                ,
一头牛                                ,
土豆饼                                ,
石锅拌饭                                ,
土豆泥                                ,
泡菜五花肉盖饭재육덮밥",75
八合里牛肉火锅(春风店),深圳市,龙华区,广东省深圳市龙华区牛肉火锅,"114.030119,22.669949",¥91,"牛肉火锅                                ,
嫩肉                                ,
吊龙伴                                ,
胸口油                                ,
三花趾                                ,
匙肉                                ,
手捶牛肉丸（生丸）                                ,
五趾肉                                ,
清汤                                ,
干炒牛河",76
豪客来牛排(松岗华润店),深圳市,宝安区,广东省深圳市宝安区松岗华润店,"113.843154,22.764117",¥68,"玉米蘑菇汤                                ,
沙朗牛排                                ,
沙拉水果                                ,
凯撒大帝                                ,
澳洲双芝牛排                                ,
红酒菲力风味牛排                                ,
唐人街藤椒川香牛排                                ,
经典牛排饭                                ,
黑胡椒传奇牛排套餐                                ,
土豆泥",77
点品集(天虹店),深圳市,宝安区,广东省深圳市宝安区点品集,"113.810555,22.738705",¥31,"糖不甩                                ,
炸花枝丸                                ,
蒜蓉鸡翼尖                                ,
原味双皮奶                                ,
炸云吞                                ,
榴莲布丁                                ,
椰汁香芋西米露                                ,
药材鸡脚                                ,
喳咋                                ,
芒果布丁",78
圣丰城酒家(龙华Coco City店),深圳市,龙华区,广东省深圳市龙华区圣丰城酒家,"114.046080,22.602673",¥109,"鲍汁凤爪                                ,
酱汁蒸凤爪                                ,
虾饺皇                                ,
飘香榴莲酥                                ,
瑶柱糯米鸡                                ,
回味流沙包                                ,
招牌乳鸽皇                                ,
台式和味猪手                                ,
广东炸油条                                ,
圣丰烧鹅皇",79
丽江龙继斑鱼庄(石岩店),深圳市,宝安区,广东省深圳市宝安区龙继斑鱼庄,"113.930020,22.674650",¥74,"斑鱼火锅                                ,
虾饼                                ,
墨鱼饼                                ,
蟹子丸                                ,
皇帝菜                                ,
独创斑鱼养生汤锅                                ,
独创绝味斑鱼片                                ,
酸奶                                ,
泰国榴莲薄饼                                ,
鸡枞菌拼金针菇",80
天美汇鸡翅包饭(宝安海雅店),深圳市,宝安区,广东省深圳市宝安区宝安海雅店,"113.905794,22.562163",¥17,"糯米饭                                ,
冻柠茶                                ,
鸡蛋仔                                ,
鸡翅包饭                                ,
鲜橙汁                                ,
酱香大鱿鱼                                ,
水果茶                                ,
鸡翅尖                                ,
烤鸡翅                                ,
三十六香大猪蹄",81
缪氏川菜(第五园店),深圳市,龙岗区,广东省深圳市龙岗区缪氏川菜,"114.229937,22.728443",¥66,"毛血旺                                ,
大碗口味莲藕                                ,
蒜蓉菜心                                ,
驰名口水鸡                                ,
罐罐菜                                ,
香锅馋嘴蛙                                ,
螺蛳鸡                                ,
香辣虾                                ,
缪氏民间鲩鱼                                ,
48元的鹅",82
八合里海记(沙河街店),深圳市,南山区,广东省深圳市南山区沙河街店,"113.967985,22.544231",¥85,"牛肉火锅                                ,
五花趾                                ,
吊龙伴                                ,
河粉                                ,
三花趾                                ,
湿炒牛河                                ,
匙肉                                ,
沙茶酱                                ,
手捶牛肉丸（生丸）                                ,
当夜宰新鲜黄牛嫩肉",83
必胜客(水榭春天店),深圳市,龙华区,广东省深圳市龙华区水榭春天店,"114.025235,22.629617",¥80,"酥皮奶油蛤蜊汤                                ,
芝心比萨                                ,
意面                                ,
澳洲西冷牛排                                ,
榴莲多多比萨                                ,
缤纷水果沙拉                                ,
新奥尔良风情烤鸡腿排                                ,
普装铁盘海鲜至尊                                ,
牛排                                ,
新奥尔良烤肉比萨S",84
六千馆(海岸城店),深圳市,南山区,广东省深圳市南山区六千馆,"113.936337,22.516824",¥64,"芝士焗番薯                                ,
松子鱼                                ,
蟹黄豆腐                                ,
石锅杏鲍菇                                ,
桂花蜜藕                                ,
千张骨头煲                                ,
三鲜骨头汤                                ,
家乡泡萝卜皮                                ,
骨汤豆苗                                ,
小炒黄牛肉",85
傣妹火锅(吉华路店),深圳市,龙岗区,广东省深圳市龙岗区傣妹火锅,"114.062083,22.633902",¥43,"土豆                                ,
猪血                                ,
厚百叶                                ,
傣妹火锅                                ,
牛肉丸                                ,
鱿鱼                                ,
油豆腐                                ,
肥牛                                ,
生菜                                ,
粉丝",86
艾薯(福田购物公园店),深圳市,福田区,广东省深圳市福田区购物公园店,"114.053165,22.535584",¥46,"招牌水果茶                                ,
招牌热狗                                ,
招牌薯条                                ,
蜂蜜芥辣艾薯                                ,
海盐香草烧鸡                                ,
蜂蜜芥辣薯条                                ,
酷爽柠檬茶                                ,
布丁                                ,
一口脆脆鱿米花                                ,
海盐鲜柠芦荟茶",87
萨莉亚意式餐厅(福华路店),深圳市,宝安区,广东省深圳市宝安区意式餐厅,"113.847227,22.768001",¥39,"黑椒牛柳意大利面                                ,
烤全鱿鱼                                ,
蒜香烤面包                                ,
海鲜蛤蜊汤                                ,
黑椒鸡排焗饭                                ,
意大利茄红鸡翅                                ,
烤海草                                ,
玛格丽特双重芝士披萨                                ,
海鲜芝士焗意粉                                ,
水果鸡肉披萨",88
胖哥俩肉蟹煲(沙井京基百纳广场店),深圳市,宝安区,广东省深圳市宝安区沙井京基百纳广场店,"113.805853,22.727891",¥87,"牛蛙煲                                ,
虾煲                                ,
招牌肉蟹煲                                ,
鸡翅煲                                ,
肉蟹煲                                ,
凤翅煲                                ,
皮蛋豆腐                                ,
酸梅汤（杯）                                ,
10元鸡爪                                ,
口水鸡",89
苏晓玥鸭血粉丝(国科店),深圳市,福田区,广东省深圳市福田区国科店,"114.083331,22.544130",¥27,"鸭血粉丝汤                                ,
牛腩粉丝                                ,
燕麦紫薯球                                ,
小笼汤包                                ,
回味鸭血粉丝                                ,
葱香煎包                                ,
豉汁凤爪                                ,
鸭肠                                ,
小笼包                                ,
全家福粉丝汤配鸡汁汤包",90
八合里牛肉火锅(龙华店),深圳市,宝安区,广东省深圳市宝安区八合里,"113.807848,22.668381",¥89,"牛肉火锅                                ,
干炒牛河                                ,
五花趾                                ,
嫩肉                                ,
吊龙伴                                ,
酱料                                ,
三花趾                                ,
湿炒牛河                                ,
匙肉                                ,
手捶牛肉丸（生丸）",91
善菀楼潮汕牛肉火锅,深圳市,龙岗区,广东省深圳市龙岗区善菀楼潮汕牛肉火锅,"114.117638,22.602086",¥85,"干炒牛河                                ,
手切牛肉                                ,
香蕉酥                                ,
吊龙                                ,
凉瓜牛肉饭                                ,
金针菇牛肉饭                                ,
牛肉牛丸汤河粉                                ,
湿炒米粉                                ,
顶级肥牛                                ,
原汤牛杂锅",92
萨莉亚意式餐厅(百易广场店),深圳市,罗湖区,广东省深圳市罗湖区意式餐厅,"114.121522,22.545581",¥41,"花甲汤                                ,
培根焗土豆                                ,
奶油焗菠菜                                ,
罗勒意大利面                                ,
香辣烤肠配黑椒鸡排                                ,
地中海风情焗饭                                ,
烤蜗牛                                ,
鸡米花                                ,
凉拌海带丝                                ,
意大利茄红鸡翅（5个）",93
红荔村肠粉(15店国科店),深圳市,福田区,广东省深圳市福田区红荔村,"114.089291,22.545690",¥25,"鲜虾叉烧肠                                ,
蔬菜瘦肉粥                                ,
葱汁酱肉肠                                ,
海带炖龙骨汤                                ,
招牌肠粉                                ,
香滑红枣豆浆                                ,
鲜虾肉片肠粉                                ,
叉烧皮蛋粥                                ,
叉烧肉片肠                                ,
皮蛋瘦肉粥",94
必胜客(观澜店),深圳市,龙华区,广东省深圳市龙华区必胜客,"114.055031,22.618769",¥64,"抹茶雪域蛋糕                                ,
榴莲多多比萨                                ,
麻辣小龙虾比萨                                ,
法式吐司                                ,
蜜汁热辣鸡                                ,
半价披萨                                ,
榴莲撩海鲜薄脆比萨                                ,
牛排                                ,
浓情香鸡翼（4只）                                ,
人气重磅拼盘",95
东山珍珠岛酒店·香当渔味中餐厅,深圳市,龙岗区,广东省深圳市龙岗区东山珍珠岛酒店,"114.526913,22.554147",¥91,"地道海胆炒饭                                ,
尖椒炒蛋                                ,
蒜蓉扇贝                                ,
椒盐虾菇                                ,
美味窑鸡                                ,
吹筒仔                                ,
香芹银鱼干                                ,
香煎马鲛水咸鱼                                ,
生滚海鲜汤                                ,
浓汤太子丸",96
桃花源记,深圳市,南山区,广东省深圳市南山区桃花源,"113.924005,22.533239",¥77,"糖油粑粑                                ,
铁板鲫鱼                                ,
一品过江鱼                                ,
干锅双脆                                ,
山药炒藕                                ,
平锅野生翘鱼                                ,
花菜                                ,
手撕包菜                                ,
吊锅肥鹅                                ,
土钵人参菇",97
萨莉亚意式餐厅(新世界百货店),深圳市,宝安区,广东省深圳市宝安区意式餐厅,"113.847227,22.768001",¥35,"墨鱼汁捞意粉                                ,
炒菠菜                                ,
奶油玉米浓汤                                ,
肉酱焗意面                                ,
三文鱼沙拉                                ,
吞拿鱼沙拉                                ,
培根焗土豆                                ,
意大利茄红鸡翅                                ,
鸡肉奶汁维多利亚饭                                ,
香辣烤肠配黑椒鸡排",98
萨莉亚意式餐厅(新洲永旺店),深圳市,宝安区,广东省深圳市宝安区意式餐厅,"113.847227,22.768001",¥30,"金枪鱼色拉                                ,
肉酱焗意面                                ,
海陆双鲜特选披萨                                ,
意大利茄红鸡翅                                ,
玛格丽特双重芝士披萨                                ,
威尔斯风味香草五目肠                                ,
原味雞扒                                ,
绘意面                                ,
海鲜烤饭                                ,
烤鸡翅",99
港丽餐厅(皇庭广场店),深圳市,福田区,广东省深圳市福田区港丽餐厅,"114.081971,22.543322",¥106,"冰火菠萝油                                ,
香兰奶冻双色卷                                ,
金不换三杯鸡                                ,
杏鲍菇炒牛柳                                ,
冰镇原味奶茶                                ,
龙虾汁海鲜捞饭                                ,
迷你厚多士配雪糕                                ,
古法盐焗手撕鸡                                ,
菠萝包                                ,
港丽酸菜鱼",100
巴蜀风月(海岸城店),深圳市,福田区,广东省深圳市福田区巴蜀风,"114.059988,22.569851",¥106,"夫妻肺片                                ,
毛血旺                                ,
歌乐山辣子鸡                                ,
蛋煎糍粑                                ,
晾衣白肉                                ,
水煮雅鱼                                ,
老坛子风爪                                ,
水煮牛肉                                ,
口水鸡                                ,
酸菜鱼",101
红荔村肠粉(103店下沙店),深圳市,福田区,广东省深圳市福田区红荔村,"114.089291,22.545690",¥27,"现磨豆浆                                ,
香葱双蛋肠                                ,
鲜虾鸡蛋肠                                ,
生地炖龙骨汤                                ,
青菜肠粉                                ,
泡椒牛肉饭                                ,
酱肉肠粉                                ,
五谷糖水                                ,
红烧排骨饭十海带炖龙骨汤十卤蛋                                ,
皮蛋瘦肉粥",102
春满园(时代广场店),深圳市,福田区,广东省深圳市福田区春满园,"114.057130,22.534490",¥140,"流沙包                                ,
片皮鸭                                ,
早茶                                ,
红烧乳鸽                                ,
飘香榴莲酥                                ,
脆皮乳鸽皇                                ,
菠菜汁虾饺                                ,
xo酱蒸凤爪                                ,
正宗烧鹅皇                                ,
鲍汁卤凤爪",103
艾薯Aysh(壹方天地店),深圳市,龙华区,广东省深圳市龙华区壹方天地,"114.036000,22.646082",¥42,"水牛城鸡翼                                ,
蜂蜜芥辣艾薯                                ,
海盐香草烧鸡                                ,
蜂蜜芥辣薯条                                ,
酷爽柠檬茶                                ,
招牌鲜果茶（一升杯）                                ,
蓝带多士                                ,
一口脆脆鱿米花                                ,
海盐鲜柠芦荟茶                                ,
咸蛋黄艾薯",104
萨莉亚,深圳市,盐田区,广东省深圳市盐田区萨莉亚,"114.238113,22.558170",¥31,"烤鱿鱼                                ,
各式匹萨                                ,
原味铁板鸡扒                                ,
菌菇鱼排                                ,
玉米沙拉                                ,
铁板牛排                                ,
烤全鱿鱼                                ,
鸡排烤饭                                ,
鸡肉奶汁维多利亚饭                                ,
铁板烤饭                                ,
海鲜多利亚饭                                ,
佛罗伦萨浇汁汉堡                                ,
芒果布丁                                ,
薯条",105
温德姆至尊酒店自助餐,深圳市,福田区,广东省深圳市福田区温德姆至尊酒店自助餐,"114.067283,22.533750",¥221,"海鲜                                ,
生鱼片                                ,
巧克力榛子脆脆慕斯                                ,
抹茶慕斯                                ,
烤生蚝                                ,
芒果慕斯                                ,
烤羊排                                ,
红莓慕斯                                ,
冰淇淋                                ,
三文鱼刺身八爪鱼",106
红砖房乡村餐厅(生态广场店),深圳市,南山区,广东省深圳市南山区红砖房,"113.985984,22.534980",¥75,"南昌炒米粉                                ,
血鸭                                ,
土匪猪肝                                ,
跳水鱼                                ,
外婆菜炒蛋                                ,
江西炒粉                                ,
野山椒香菜牛肉丝                                ,
清炒藜蒿                                ,
小炒黄牛肉                                ,
农家小炒猪背筋",107
香港新发烧腊茶餐厅(水围店),深圳市,福田区,广东省深圳市福田区香港新发烧腊茶餐厅,"114.063256,22.523036",¥72,"干炒牛河                                ,
菠萝油                                ,
蜜汁叉烧                                ,
脆皮烧肉                                ,
港式丝袜奶茶                                ,
一粒柠檬茶                                ,
蜜汁烧腊                                ,
烧乳猪饭                                ,
烧腊八宝饭                                ,
新发烧鹅",108
忍者居日本料理,深圳市,罗湖区,广东省深圳市罗湖区忍者居日本料理,"114.116938,22.545659",¥119,"鳗鱼寿司                                ,
三文鱼寿司                                ,
花之恋                                ,
甜虾                                ,
盐烧青花鱼                                ,
芝士虾寿司                                ,
忍者相扑大拉面                                ,
铁板鳗鱼炒饭                                ,
三文鱼刺身                                ,
三文鱼头泡菜汤",109
芙蓉楼·健康湘菜(观澜店),深圳市,龙岗区,广东省深圳市龙岗区芙蓉楼,"114.211230,22.649307",¥88,"糖油粑粑                                ,
黑椒牛仔骨                                ,
土鸡喂鲍鱼                                ,
血酱鸭                                ,
原味猪手                                ,
原汁土鸡                                ,
长沙豆腐小炒肉                                ,
锅仔黑香猪                                ,
浓汤洞庭湖生态水鱼                                ,
剁椒鱼头",110
大灰狼餐吧(中心书城店),深圳市,福田区,广东省深圳市福田区中心书城店,"114.059313,22.548328",¥79,"面片                                ,
心太软                                ,
羊肉串串                                ,
金屋藏娇                                ,
炒拉皮                                ,
十面埋伏                                ,
铁汉柔情                                ,
狼情茄意                                ,
大盘鸡                                ,
酸菜鱼                                ,
羊排长",111
萨莉亚意式餐厅(深圳北站店),深圳市,宝安区,广东省深圳市宝安区意式餐厅,"113.847227,22.768001",¥37,"奶油玉米浓汤                                ,
蒜蓉焗蜗牛                                ,
铁板辣烤肠                                ,
海鲜芝士焗意粉                                ,
茄红鸡翅                                ,
麻辣肉沫意面                                ,
花蛤裙菜海鲜汤                                ,
黑椒牛排                                ,
水果沙拉                                ,
烤鸡翅",112
必胜客(禾田店),深圳市,龙岗区,广东省深圳市龙岗区必胜客(禾田店),"114.232082,22.721871",¥55,"意面                                ,
榴莲多多比萨                                ,
香肠培根炒饭                                ,
潮鸭榴莲双拼芝心披萨                                ,
铁盘比萨                                ,
鸡翅                                ,
香草凤尾虾（5只）                                ,
人气重磅拼盘                                ,
冲绳黑糖爆浆蛋糕                                ,
炙烤澳洲牛肉比萨（大方薄底）",113
大汉堡(雅园步行街店),深圳市,宝安区,广东省深圳市宝安区大汉堡,"113.872953,22.578605",¥20,"全家桶套餐                                ,
双人套餐                                ,
鲜汤                                ,
香脆炸鸡套餐                                ,
香芋甜心                                ,
蝴蝶虾                                ,
金桔柠檬                                ,
鸡米花                                ,
香芋派                                ,
单人套餐",114
红荔村肠粉(78店前海店),深圳市,福田区,广东省深圳市福田区红荔村,"114.089291,22.545690",¥27,"杂粮粥                                ,
香葱双蛋肠                                ,
新鲜鸡蛋肠                                ,
招牌肠粉                                ,
泡椒牛肉饭                                ,
游水鲜虾肠粉                                ,
蔬菜上素肠                                ,
香草鱼饼                                ,
蔬菜肉粥                                ,
卤蛋",115
冬哥我来了,深圳市,罗湖区,广东省深圳市罗湖区哥我来了,"114.139384,22.563435",¥20,"小面                                ,
冬哥麻辣抄手                                ,
红油猪耳                                ,
哨子面                                ,
红烧肥肠饭                                ,
豆花饭                                ,
凉拌猪小肚                                ,
猪小肚米粉                                ,
冬哥清汤抄手                                ,
酸辣面.",116
缪氏川菜(蛇口店),深圳市,南山区,广东省深圳市南山区缪氏川菜,"113.925127,22.489755",¥66,"毛血旺                                ,
豌豆炖肥肠                                ,
驰名口水鸡                                ,
大盆藕丝                                ,
香锅馋嘴蛙                                ,
干煸豆角                                ,
无刺缪氏民间鱼饭                                ,
螺蛳鸡                                ,
香辣虾                                ,
缪氏民间鲩鱼",117
四季椰林椰子鸡(罗湖喜荟城店),深圳市,罗湖区,广东省深圳市罗湖区喜荟城店,"114.141905,22.566461",¥106,"文昌鸡                                ,
原味椰子鸡                                ,
海鲜菠萝饭                                ,
腊味煲仔饭                                ,
招牌竹笙椰子鸡套餐                                ,
精品肥牛片                                ,
竹笙菌                                ,
海南文昌鸡                                ,
珍珠马蹄                                ,
响铃",118
琪星缘煲仔饭,深圳市,宝安区,广东省深圳市宝安区琪星缘煲仔饭,"113.819245,22.669326",¥20,"什锦饭                                ,
扣肉饭                                ,
咖喱猪扒饭                                ,
腊鸭饭                                ,
五香卤肉饭                                ,
三牛饭                                ,
叉烧饭                                ,
土豆丝                                ,
凉拌西红柿                                ,
烧鸭饭",119
锦辉蒸菜王,深圳市,龙岗区,广东省深圳市龙岗区锦辉蒸菜王,"114.076434,22.618474",,"豆角炒肉                                ,
茄子炒肉                                ,
香菇肉末                                ,
珍珠米                                ,
时蔬                                ,
土豆丝                                ,
韭菜炒蛋",120
唐宫(万德店),深圳市,福田区,广东省深圳市福田区万德店,"114.102833,22.540391",¥110,"鲍汁凤爪                                ,
早茶                                ,
红豆糕                                ,
飘香榴莲酥                                ,
招牌乳鸽                                ,
蛋黄流沙包                                ,
葱油饼                                ,
唐宫虾饺皇（6件）                                ,
唐宫金奖乳鸽（只）                                ,
唐宫金银海鲜泡饭（例）",121
馥餐厅（四季酒店）,深圳市,福田区,广东省深圳市福田区四季酒店,"114.058107,22.533656",¥336,,122
太白山烤肉•石锅拌饭(观澜湖MHmall店),深圳市,龙岗区,广东省深圳市龙岗区太白山,"114.138528,22.612756",¥83,"酸萝卜                                ,
泡菜汤                                ,
牛腩拌饭                                ,
石锅五花肉拌饭                                ,
石锅泡菜五花肉拌饭                                ,
石锅鸡腿肉拌饭                                ,
海鲜芝士饼                                ,
铁板芝士炒年糕                                ,
南瓜粥                                ,
炒年糕",123
海之恋寿司(宝体店),深圳市,宝安区,广东省深圳市宝安区海之恋寿司,"113.881797,22.564439",¥68,"火炙帆力贝寿司                                ,
摩托罗拉卷                                ,
三文鱼寿司                                ,
火炙北海道蟹棒                                ,
花之恋                                ,
蝴蝶卷                                ,
榴莲芝士卷                                ,
火炙鹅肝寿司                                ,
牛油果虾卷                                ,
三文鱼刺身",124
万景潮州面馆,深圳市,福田区,广东省深圳市福田区万景潮州面馆,"114.069350,22.530794",¥14,"肠粉                                ,
猪杂汤河粉                                ,
猪杂汤饭                                ,
排骨手工面                                ,
排骨汤米粉                                ,
猪杂汤手工面                                ,
家猪肉炒米粉                                ,
家猪肉炒手工面                                ,
家猪肉炒河粉                                ,
荷包蛋",125
紫隆客家王,深圳市,罗湖区,广东省深圳市罗湖区紫隆客家王,"114.125544,22.566174",¥80,"豆腐花                                ,
铁板茄子                                ,
煎让客家豆腐                                ,
豆干蒸五花腩                                ,
秘制盐焗鸡                                ,
煎让三宝                                ,
麦香包                                ,
秘制三杯鸭                                ,
榄菜肉松炒豆角                                ,
腩仔骨                                ,
招牌清炖鸡",126
金茂深圳JW万豪酒店·万豪中餐厅,深圳市,福田区,广东省深圳市福田区万豪中餐厅,"114.032319,22.536268",¥216,"豉汁蒸鳳爪                                ,
三菌养生功夫汤                                ,
牛仔骨                                ,
特色担担面                                ,
蝦餃                                ,
骨香多宝鱼                                ,
特色海鲜泡饭                                ,
凉拌虫草花                                ,
榴蓮酥                                ,
杨枝甘露",127
八合里牛肉火锅(车公庙店),深圳市,龙华区,广东省深圳市龙华区牛肉火锅,"114.030119,22.669949",¥92,"牛肉火锅                                ,
五花趾                                ,
嫩肉                                ,
吊龙伴                                ,
胸口油                                ,
三花趾                                ,
匙肉                                ,
沙茶酱                                ,
手捶牛肉丸（生丸）                                ,
干炒牛河",128
缪氏川菜(东园店),深圳市,宝安区,广东省深圳市宝安区缪氏川菜,"113.883056,22.565517",¥68,"毛血旺                                ,
蒸水蛋                                ,
炝炒包菜                                ,
香波咕噜肉                                ,
驰名口水鸡                                ,
鲮鱼麦菜                                ,
蒜泥白肉                                ,
无刺缪氏民间鱼饭                                ,
香辣虾                                ,
毛血旺                                ,
板栗香菇煨鸡",129
华洋酒楼,深圳市,南山区,广东省深圳市南山区华洋酒楼,"113.920541,22.488023",¥79,"春卷                                ,
海鲜粉丝煲                                ,
干炒牛河                                ,
早茶                                ,
桶仔焗排骨                                ,
濠景虾饺皇                                ,
蒜蓉排骨蒸陈村粉                                ,
皮蛋瘦肉粥                                ,
烧卖                                ,
白灼菜心                                ,
红烧乳鸽                                ,
金钱肚                                ,
石锅牛仔骨                                ,
湛江白切鸡                                ,
夜茶                                ,
膏蟹粉丝煲                                ,
虾肠                                ,
沙姜捞猪手                                ,
秘制牛筋                                ,
黑椒烧鹅                                ,
排骨饭                                ,
奶黄包                                ,
豉汁凤爪                                ,
榴莲酥                                ,
片皮鸭特",130
稻香酒家(海岸城分店),深圳市,南山区,广东省深圳市南山区稻香酒家,"113.936212,22.516655",¥87,"豉汁蒸凤爪                                ,
虾饺                                ,
鲍汁凤爪                                ,
金钱肚                                ,
红米肠                                ,
甘笋流沙包                                ,
天鹅榴莲酥                                ,
稻香鲜虾饺                                ,
明炉脆皮烧鹅                                ,
鲍汁叉烧包",131
八合里牛肉火锅(南湖店),深圳市,龙华区,广东省深圳市龙华区牛肉火锅,"114.030119,22.669949",¥92,"五花趾                                ,
熟牛肉丸                                ,
嫩肉                                ,
吊龙伴                                ,
匙柄                                ,
胸口油                                ,
三花趾                                ,
湿炒牛河                                ,
匙肉                                ,
手捶牛肉丸（生丸）",132
新梅园圆通素食(泰然店),深圳市,福田区,广东省深圳市福田区新梅园,"114.024695,22.534041",¥41,"海鲜                                ,
卤水鹅肝                                ,
碳烧牛仔骨                                ,
椒盐鸡爽骨                                ,
伊面焗海虾                                ,
素食饺子                                ,
杂鱼煲                                ,
凉拌黑木耳                                ,
卤豆腐                                ,
糯米莲藕                                ,
隆江猪脚                                ,
南非干鲍                                ,
卤水                                ,
卤水粉肝                                ,
橙香排骨                                ,
冻红蟹                                ,
玉米汁                                ,
杏鲍菇                                ,
板栗节节香                                ,
潮汕四宝",133
