name,city,district,address,location,price,description,fid
椰香润园椰子鸡,深圳市,福田区,广东省深圳市福田区椰香润园椰子鸡,"114.047008,22.547911",¥88,"椰子鸡                                ,
腊味煲仔饭                                ,
鸡血                                ,
鸡肾                                ,
椰青                                ,
竹笙                                ,
珍珠马蹄                                ,
海底椰                                ,
文昌鸡锅底                                ,
椰皇",1063
蜀香苑川菜馆(松仔园店),深圳市,龙华区,广东省深圳市龙华区蜀香苑川菜馆,"114.022902,22.633303",¥35,"酸辣鱼                                ,
香辣烤鱼                                ,
农家小炒肉饭                                ,
土豆红烧肉饭                                ,
干锅仔鸡                                ,
农家香饭                                ,
青笋腊肉饭                                ,
泡椒鱼块饭                                ,
麻辣小龙虾                                ,
口水猪尾",1064
汕头肠粉王,深圳市,宝安区,广东省深圳市宝安区肠粉王,"113.864560,22.580386",¥20,"猪脚饭                                ,
生滚鲜虾粥                                ,
牛肉丸汤粉                                ,
猪杂汤饭                                ,
湿炒牛河                                ,
海鲜肠粉                                ,
牛丸汤饭                                ,
猪腰肠粉                                ,
排骨饭                                ,
潮汕菜头粉粿",1065
午后三点,深圳市,龙岗区,广东省深圳市龙岗区午后三点,"114.133134,22.696511",¥13,"鲜桔柠檬                                ,
疯狂烤翅                                ,
寒天奶茶                                ,
芝士莓果                                ,
脏脏茶                                ,
波霸乌龙奶                                ,
芝士黑提                                ,
芒果脏脏                                ,
草莓脏脏                                ,
超厚芋泥鲜奶红茶",1066
刘家筱院北方饺子馆,深圳市,福田区,广东省深圳市福田区刘家,"114.092904,22.544263",¥75,"全家福水饺                                ,
蒜蓉油麦菜                                ,
剁椒鮰鱼翅                                ,
金牌酱骨架                                ,
小羊排                                ,
西葫芦鸡蛋水饺                                ,
锅包肉                                ,
小鸡炖蘑菇                                ,
杀猪菜                                ,
酸菜猪肉(汤)饺",1067
佳菜生态特色主题餐厅(软件产业店),深圳市,南山区,广东省深圳市南山区佳菜生态特色主题餐厅,"113.905480,22.536689",¥66,"金银蒜蒸陈村粉                                ,
龙须菜                                ,
桑拿鸡                                ,
牛五花肉                                ,
咖喱鲜虾                                ,
黄焖香猪肉                                ,
脆皮猪颈肉                                ,
包菜巨人                                ,
烧鸡1只                                ,
砵子富硒饭",1068
沙县小吃(高树围店),深圳市,宝安区,广东省深圳市宝安区沙县小吃(高树围店),"113.861669,22.581290",,"牛腩面                                ,
红枣鹌鹑汤                                ,
飘香拌面                                ,
党参猪心汤                                ,
当归牛肉汤                                ,
牛肉汤面                                ,
鸡蛋汤面                                ,
老鸭汤面                                ,
爽口水饺                                ,
一品蒸饺                                ,
百灵草水鸭汤                                ,
榨菜肉丝汤面                                ,
猪心云吞                                ,
云吞汤面                                ,
福州包心鱼丸                                ,
牛肉汤云吞                                ,
鸽子汤云吞                                ,
乌鸡汤云吞                                ,
杜仲腰尾汤                                ,
香脆汤云吞                                ,
腰尾汤云吞                                ,
排骨汤云吞                                ,
腰尾汤面                                ,
老鸭云吞                                ,
蛋炒面",1069
遇见音乐美食清吧,深圳市,宝安区,广东省深圳市宝安区遇见音乐美食清吧,"113.803565,22.727062",¥50,"披萨                                ,
多春鱼                                ,
烤鸡脆骨                                ,
果盘                                ,
麻辣鸭肾                                ,
麻辣鸡尖                                ,
水煮鱿鱼                                ,
烤凤爪                                ,
凉拌海带                                ,
炸薯条",1070
城市精粹(城市酒店中餐厅),深圳市,龙华区,广东省深圳市龙华区城市酒店,"114.056604,22.602007",¥69,"农家小炒肉                                ,
明炉三文鱼                                ,
金蒜牛仔粒                                ,
特色姜母鸭",1071
筷乐伍味,深圳市,宝安区,广东省深圳市宝安区筷乐伍味,"113.891595,22.578840",¥55,"伍味平锅翘鱼                                ,
儿时妈妈蒸蛋                                ,
养生山菌一锅烩                                ,
家里茄子                                ,
平锅鱿鱼须                                ,
乡里土鸡                                ,
仔姜炒鸡                                ,
大蒜炒腊香肠                                ,
干煸四季豆                                ,
下饭牛肚丝",1072
东北民俗村(宝安中心店),深圳市,宝安区,广东省深圳市宝安区宝安中心店,"113.888347,22.554899",¥60,"猪肉炖粉条                                ,
东北杀猪菜                                ,
海参小米粥                                ,
东北笨蛋炒蒜苗                                ,
家常凉菜                                ,
韭菜盒子                                ,
嘎嘎香羊棒骨                                ,
京酱肉丝                                ,
咱家小米粥                                ,
民俗锅包肉",1073
裕华海鲜,深圳市,宝安区,广东省深圳市宝安区海鲜,"113.874761,22.779949",¥109,"皇牌片皮鸭                                ,
核桃包                                ,
黄椒鱼头                                ,
海鲜盛宴                                ,
香煎杂鱼                                ,
法式烤肥牛                                ,
碳烤伊比利亚猪排                                ,
果木烧鸡                                ,
家乡葱头鸡                                ,
麻婆豆腐烩五参",1074
牛八怪炭烤肥牛,深圳市,宝安区,广东省深圳市宝安区牛八怪炭烤肥牛,"113.866558,22.572501",¥19,"多汁鸡爪                                ,
薯片                                ,
馒头片                                ,
香辣烤脑花                                ,
多汁花甲                                ,
澳洲特级肥牛                                ,
凉拌皮蛋                                ,
脆皮肠                                ,
五花肉                                ,
生菜",1075
蒙古烤羊排,深圳市,龙岗区,广东省深圳市龙岗区烤羊排,"114.313892,22.765997",¥41,"凉拌木耳                                ,
羊杂火锅                                ,
牛杂锅                                ,
凉拌青瓜                                ,
奶香馒头                                ,
肥羊火锅                                ,
烤羊腿                                ,
凉拌皮蛋                                ,
炒米粉                                ,
烤羊排",1076
研磨时光咖啡(摩尔城店),深圳市,龙岗区,广东省深圳市龙岗区研磨时光咖啡,"114.269018,22.721983",¥21,"秘制烤翅                                ,
热可可                                ,
研磨时光咖啡                                ,
百香多多                                ,
红莓黑加仑                                ,
榛子红豆                                ,
青柠草莓气泡                                ,
青柠薄荷汽泡                                ,
水果沙拉                                ,
烤肠",1077
新香味烧腊店,深圳市,龙华区,广东省深圳市龙华区新香味烧腊店,"114.024204,22.649253",,"猪舌饭                                ,
卤鸭饭                                ,
猪头皮饭                                ,
卤鹅饭                                ,
卤豆腐干                                ,
鸭肾饭                                ,
鹅掌饭                                ,
鹅翅饭                                ,
鸭掌饭                                ,
白切粉肠饭",1078
荟鄉楼湘菜馆,深圳市,宝安区,广东省深圳市宝安区楼湘菜馆,"113.852885,22.747659",¥51,"剁椒蒸鱼头                                ,
土匪猪肝                                ,
芷江鸭火锅                                ,
脆笋炒肉丝                                ,
口味腰花                                ,
干锅板栗鸡                                ,
怀旧薯饼                                ,
爆炒猪脸肉                                ,
茶树菇炒鸡丝                                ,
泡萝卜炒牛肉丝",1079
咖咖旅果,深圳市,福田区,广东省深圳市福田区咖咖旅果,"114.084964,22.548750",¥53,"随变                                ,
牛奶海洋                                ,
抹茶冰沙                                ,
蓝精灵                                ,
鸡小腿饭                                ,
鱼香肉丝饭                                ,
芒果奶昔                                ,
香菇滑鸡饭                                ,
梅那么简单                                ,
Feliz特色鸡尾酒",1080
尚之元麻辣烫(华强南店),深圳市,福田区,广东省深圳市福田区华强南店,"114.081306,22.530574",¥27,"蟹味菇                                ,
猪血                                ,
豆串                                ,
西洋菜                                ,
东北冻豆腐                                ,
炸腐竹                                ,
海带结                                ,
油条                                ,
空心菜                                ,
木耳",1081
甜森咖啡(自由路店),深圳市,宝安区,广东省深圳市宝安区甜森咖啡,"113.895107,22.563864",¥29,"焦糖拿铁                                ,
芝士桂花乌龙                                ,
咖啡拿铁                                ,
焦糖玛琪朵                                ,
芝士挞                                ,
冰滴咖啡                                ,
芝士小蛋糕                                ,
摩卡诱惑                                ,
香草拿铁                                ,
卡布奇诺",1082
雨轩西餐厅(布吉店),深圳市,龙华区,广东省深圳市龙华区雨轩西餐厅,"114.023222,22.632139",¥82,"干炒牛河                                ,
精选T骨牛扒                                ,
紫苏嫩子多春鱼                                ,
罗宋汤                                ,
意大利芝士蛋糕                                ,
鲜虾番茄汁意粉                                ,
去骨小肋排                                ,
嫩鹅肝香酥卷                                ,
迷迭香牛扒饼元贝                                ,
豪华大杂扒",1083
尊宝比萨(喜悦里店),深圳市,龙岗区,广东省深圳市龙岗区尊宝比萨,"114.267615,22.720559",¥57,"香草凤尾虾                                ,
千层面                                ,
冷饮                                ,
苏丹王黄金果肉榴莲比萨                                ,
烟肉                                ,
十吋咖喱牛腩批萨                                ,
几乎没啥味道茶                                ,
精选榴莲套餐                                ,
双层芝士pizza                                ,
芒果慕斯",1084
太平洋咖啡(星河中心店),深圳市,福田区,广东省深圳市福田区太平洋咖啡,"114.054812,22.532875",¥38,"黑椒牛肉谷物沙拉                                ,
培根芝士三文治                                ,
海盐香草拿铁                                ,
黑糖抹茶拿铁                                ,
黑糖姜咖啡                                ,
榛果拿铁                                ,
冰红豆抹茶拿铁                                ,
燕麦紫薯咖啡拿铁                                ,
OATLY燕麦红豆                                ,
咖玛素娜海盐开心果拿铁",1085
农家土灶,深圳市,宝安区,广东省深圳市宝安区农家土灶,"113.897233,22.776301",¥34,"蘸酱双拼                                ,
香菜花生米                                ,
铁板鸡蛋                                ,
椒盐茄盒                                ,
锅仔鱿鱼须                                ,
香酥牛柳                                ,
香芋拔丝                                ,
香肠                                ,
香菇青菜                                ,
酸菜鱼",1086
赤尾潮汕黄牛肉店(福安分店),深圳市,福田区,广东省深圳市福田区赤尾潮汕黄牛肉店(福安分店),"114.078721,22.533765",¥147,"牛筋丸汤粉                                ,
五花展                                ,
丸杂汤粉面                                ,
五香牛腩                                ,
牛肉丸汤面                                ,
干炒牛肉粉                                ,
牛杂汤粉面                                ,
丸肉汤粉面                                ,
牛肉饺汤                                ,
黄牛肉炒饭",1087
酩乐食府,深圳市,宝安区,广东省深圳市宝安区酩乐食府,"113.895046,22.570664",,"扬州炒饭                                ,
三杯鸭                                ,
小米椒苦瓜炒肉片饭                                ,
手撕包菜饭                                ,
农家小炒肉饭                                ,
土豆回锅肉饭                                ,
榄菜四季豆饭                                ,
四季豆腊肠饭                                ,
尖椒炒鸡杂饭                                ,
四季豆炒肉片饭",1088
中原牛羊肉大骨头,深圳市,宝安区,广东省深圳市宝安区牛羊肉大骨头,"113.896870,22.789818",¥40,"牛蛋                                ,
天地壹号                                ,
牛腱                                ,
怡宝矿泉水                                ,
秘制牛筋                                ,
牛拼                                ,
椰汁                                ,
果粒橙                                ,
加多宝                                ,
可乐",1089
柒號餐廳(东门店),深圳市,罗湖区,广东省深圳市罗湖区东门店,"114.119847,22.545107",¥64,"薯条糖醋里脊                                ,
鲜柠酸汤鱼                                ,
有机菜花                                ,
双椒蒸鱼头                                ,
手斯包菜                                ,
烤湛江生蚝                                ,
满堂飘香鸡                                ,
蒜蓉粉丝蒸开边虾                                ,
土豆丝                                ,
酸汤肥牛",1090
日之火寿司料理,深圳市,宝安区,广东省深圳市宝安区日之火寿司店,"113.889606,22.557598",¥62,"狮子王                                ,
三文鱼寿司                                ,
花之恋                                ,
芝麻八爪鱼                                ,
香芒三文鱼卷                                ,
香芒蟹肉卷                                ,
芒果卷寿司                                ,
香芒炸虾卷                                ,
北极贝                                ,
门店热销寿司双人餐",1091
佳味牛肉店(龙井分店),深圳市,南山区,广东省深圳市南山区佳味牛肉店,"113.973952,22.559182",¥74,"鲜牛肉                                ,
牛杂                                ,
胸口油牛柏叶                                ,
手打牛肉丸                                ,
牛鞭                                ,
牛蛋                                ,
三花趾                                ,
牛尾巴                                ,
沙茶酱                                ,
牛舌",1092
三傻正宗梅县腌面,深圳市,龙岗区,广东省深圳市龙岗区梅县,"114.287200,22.725956",¥20,"腌面                                ,
斋肠粉                                ,
腌河粉                                ,
罗卜牛杂                                ,
枸杞叶三及第汤                                ,
卤水豆腐串                                ,
现磨营养豆浆                                ,
凉拌土豆丝                                ,
卤蛋                                ,
凉拌海带丝",1093
张新发门店槟榔(坂田店),深圳市,宝安区,广东省深圳市宝安区张新,"113.836408,22.699385",¥22,"芝麻槟榔                                ,
纹路籽                                ,
中籽                                ,
张新发槟榔                                ,
百年张新发",1094
赛百味(卓越店),深圳市,福田区,广东省深圳市福田区赛百味,"114.059056,22.535944",¥32,"金枪鱼                                ,
吞拿鱼三明治                                ,
吞拿鱼三文治                                ,
鲜虾牛油果沙拉                                ,
日式照烧鸡三明治                                ,
蜂蜜燕麦包烤鸡排                                ,
香烤鸡排                                ,
芝士蛋饼                                ,
纯果乐意大利经典                                ,
热辣厚切牛排",1095
邻邦湘菜馆(上沙店),深圳市,福田区,广东省深圳市福田区邻邦湘菜馆,"114.033196,22.525499",¥25,"干锅田鸡                                ,
洞庭外婆菜                                ,
农家一碗香                                ,
野山椒牛肉                                ,
过江鱼                                ,
铁板田鸡                                ,
香辣鸡煲                                ,
水煮乌江鱼                                ,
干锅肥肠                                ,
湖南笋干腊肉",1096
湘当有味,深圳市,龙华区,广东省深圳市龙华区湘当有味,"113.991621,22.691416",¥40,"鱼香鸡丝                                ,
清炒莴笋丝                                ,
攸县香干                                ,
油豆腐肉片                                ,
湘味茄子煲                                ,
紫苏蒸鱼鳍                                ,
香芋地瓜丸                                ,
红烧鱼块                                ,
清炒时蔬                                ,
南瓜饼",1097
湘聚新概念餐厅,深圳市,南山区,广东省深圳市南山区湘聚新概念餐厅,"113.895795,22.502075",¥57,"水煮牛肉                                ,
干锅田鸡                                ,
农家一碗香                                ,
吊锅牛杂                                ,
拆骨肉荷包蛋                                ,
姜辣猪脚                                ,
攸县香干                                ,
双卜炒肉                                ,
干锅肥肠                                ,
酸辣鸡杂",1098
客赞柴火焖锅(流塘分店),深圳市,宝安区,广东省深圳市宝安区流塘分店,"113.889548,22.584970",¥63,"酸萝卜                                ,
本店特色土灶焖滋补羊蝎子                                ,
土灶柴火焖土鸭饭                                ,
土鸡                                ,
羊蝎子火锅                                ,
玉米馍馍                                ,
油焖小龙虾                                ,
鱼丸                                ,
羊肉                                ,
土豆",1099
禅源居(上梅林店),深圳市,福田区,广东省深圳市福田区禅源居,"114.064498,22.566607",¥59,"包子                                ,
茶香鸡                                ,
素食养生火锅                                ,
秋葵海蓉                                ,
鸡蛋西红柿鸡蛋面                                ,
深圳第一龙泉豆腐                                ,
香煎豆腐                                ,
孜然豆腐                                ,
莲藕花生煲                                ,
凉拌金菇海茸",1100
西域面点王(西丽北路50号),深圳市,南山区,广东省深圳市南山区西域面点王,"113.955694,22.578323",¥33,"牛肉凉拌面                                ,
烩面片                                ,
牛肉烩面                                ,
牛肉泡馍                                ,
西红柿干拌面                                ,
臊子汤面                                ,
鸡蛋炒麻食                                ,
油泼家常面                                ,
炸酱干拌刀削面                                ,
羊肉泡馍",1101
紫燕百味鸡(新洲店),深圳市,福田区,广东省深圳市福田区紫燕百味鸡店,"114.042221,22.516179",¥30,"夫妻肺片                                ,
川椒凤爪                                ,
鸡爪子                                ,
藤椒鸡                                ,
百味鸡                                ,
芙蓉鸭                                ,
脆香莲藕                                ,
乐山凉面                                ,
五香千张丝                                ,
海带丝",1102
花记遵义虾子羊肉粉(学府路老店),深圳市,南山区,广东省深圳市南山区学府路,"113.928700,22.526160",¥21,"玫瑰冰粉                                ,
腌萝卜                                ,
卤豆腐                                ,
羊杂粉                                ,
鱼腥草                                ,
虾子羊肉粉                                ,
全家福                                ,
酸菜                                ,
煎蛋                                ,
卤蛋",1103
野妹经典火锅(保利店),深圳市,坪山区,广东省深圳市坪山区野妹经典火锅,"114.339340,22.693038",¥87,"牛筋丸                                ,
雪花肥牛                                ,
雪花羊肉                                ,
小鸳鸯锅底                                ,
千张                                ,
基围虾                                ,
腐竹                                ,
土豆                                ,
金针菇                                ,
鸭血",1104
奈雪の茶(欢乐海岸店),深圳市,南山区,广东省深圳市南山区奈雪茶,"113.955251,22.547942",¥36,"霸气榴莲王                                ,
霸气橙子                                ,
百香果多多                                ,
霸气水果茶                                ,
霸气芝士草莓                                ,
霸气杨梅                                ,
榴莲软欧包                                ,
一颗大榴莲                                ,
福栗包                                ,
霸气冰激淋桑葚",1105
洪记牛肉坊,深圳市,宝安区,广东省深圳市宝安区洪记牛肉坊,"113.890930,22.584712",¥55,"蒜香排骨                                ,
红烧豆腐                                ,
葱花煎蛋                                ,
黄金馒头                                ,
茄子煲                                ,
萝卜干煎蛋                                ,
碳烧猪颈肉                                ,
通心菜                                ,
豆腐金针菇煲                                ,
腌制血蛤",1106
乐哥烧烤(白石龙店),深圳市,龙华区,广东省深圳市龙华区乐哥烧烤,"114.045447,22.601293",¥78,"现压冷面                                ,
手撕鱿鱼                                ,
五花肉串                                ,
干豆腐卷                                ,
拌板筋                                ,
盐烤大虾                                ,
朝鲜族特色拌菜                                ,
丹东蚬子王                                ,
娃娃菜                                ,
羊肉串",1107
遇见休闲烤场,深圳市,罗湖区,广东省深圳市罗湖区遇见休闲烤场,"114.112212,22.587759",¥79,"香辣羊蹄                                ,
韭菜串                                ,
牛肋条                                ,
野生蓝莓汁                                ,
大海螺                                ,
肥牛串                                ,
椰汁                                ,
烤生蚝                                ,
牛舌                                ,
茄子",1108
黄记老家面,深圳市,南山区,广东省深圳市南山区黄记老家面,"113.931154,22.548552",¥19,"卤面焖面配豆芽香芹五花肉                                ,
雀巢咖啡                                ,
凉拌莲藕                                ,
羊肉汤",1109
东兴海鲜大酒楼,深圳市,宝安区,广东省深圳市宝安区东兴海鲜大酒楼,"113.952870,22.757615",¥98,"烤乳鸽                                ,
农家猪肉汤                                ,
自制腌蒜蒸鱼头                                ,
豆角炒茄子                                ,
菠萝咕噜肉                                ,
靓汤                                ,
光明三宝                                ,
白切鸡                                ,
传统土窑鸡                                ,
雪花咕噜肉",1110
十里香海鲜火锅,深圳市,福田区,广东省深圳市福田区福临门海鲜火锅,"114.083920,22.548652",¥50,"腌螃蟹                                ,
反沙芋头                                ,
椒盐排骨                                ,
椒盐虾                                ,
烤豆皮                                ,
烤鸡中翅                                ,
椒盐九肚鱼                                ,
炒薄壳                                ,
炸普宁豆干                                ,
炸脆皮豆干",1111
奇味丰顺捆粄,深圳市,龙华区,广东省深圳市龙华区奇味丰顺捆粄,"114.032256,22.672107",,"盐焗鸡翅                                ,
鸡蛋炒米粉                                ,
双蛋肠粉                                ,
盐焗鸡爪                                ,
捆粄                                ,
双肉肠粉                                ,
青椒炒蛋                                ,
地参头炖老母鸡汤清热解毒                                ,
酸豆角                                ,
蛋炒饭",1112
马仔斑鱼(横岗店),深圳市,龙岗区,广东省深圳市龙岗区横岗店,"114.208792,22.645532",¥79,"榴莲飞饼                                ,
養身鍋                                ,
鱼籽福袋                                ,
绝味蝴蝶斑鱼片                                ,
嫩滑鱼腩                                ,
广西马蹄粉                                ,
斑鱼套餐                                ,
广西炸腐竹                                ,
小菜                                ,
清汤鱼骨锅",1113
巴菲诺,深圳市,龙岗区,广东省深圳市龙岗区巴菲诺,"114.118083,22.600301",¥40,"深海金枪鱼意面                                ,
卡普里番茄海鲜意面                                ,
原味鸭胸沙拉                                ,
随心比萨双拼                                ,
海带丝营养沙拉                                ,
米兰肉酱多利亚饭                                ,
原味烘烤牛扒                                ,
果熏香辣烤肠                                ,
米兰田园蔬菜汤                                ,
意式传统撒拉米比萨                                ,
那不勒斯双重芝士比萨                                ,
佛罗伦萨烧汁牛肉汉堡                                ,
米兰萨拉米沙拉                                ,
黑椒牛柳意面                                ,
黑椒鸡扒                                ,
培根菠萝披萨                                ,
缤纷水果比萨                                ,
肉酱焗意面                                ,
蒜香鸡扒                                ,
雀巢奶茶                                ,
深海金枪鱼比萨                                ,
原味鸡扒                                ,
棒棒薯条                                ,
海鲜多利亚饭                                ,
原味烤花蛤                                ,
盐酥鸡米粒                                ,
深海金枪鱼沙拉                                ,
西兰花培根奶油意面                                ,
蒜香培根烤饭                                ,
海鲜利梭多饭                                ,
黄金榴莲比萨                                ,
香草五目肠                                ,
雀巢香浓巧力                                ,
肉酱利梭多饭                                ,
意式茄红鸡翅                                ,
熏香鸭胸                                ,
芝士加量                                ,
佛罗伦萨风味菌菇意面",1114
岳阳楼土菜馆,深圳市,龙华区,广东省深圳市龙华区岳阳楼土菜馆,"114.035565,22.671351",¥58,"香芋卷                                ,
萝卜皮                                ,
外婆菜                                ,
长豆角                                ,
擂辣椒皮蛋                                ,
凉拌麻辣牛肉                                ,
米汤青菜                                ,
金银馒头                                ,
梅菜扣肉                                ,
凉拌黄瓜",1115
点心世家(大浪店),深圳市,宝安区,广东省深圳市宝安区点心世家,"113.858522,22.765994",¥35,"辣椒炒肉饭                                ,
黄金糕                                ,
菜干咸骨粥                                ,
腊鸭饭                                ,
猪杂汤米粉                                ,
招牌流沙包                                ,
特色蘑菇包                                ,
香菇滑鸡饭                                ,
虾饺                                ,
暖心香糯包",1116
金豆子韩式快餐,深圳市,罗湖区,广东省深圳市罗湖区金豆子韩式快餐,"114.125467,22.543674",¥23,"正宗大酱汤                                ,
韩式辣炒年糕                                ,
荞麦冷面                                ,
香炸榴莲酥                                ,
肥牛石锅拌饭                                ,
烤红虾                                ,
炸香芋派                                ,
大酱汤饭b餐                                ,
炸香蕉酥                                ,
煎蛋",1117
东北水饺店,深圳市,龙华区,广东省深圳市龙华区东北水饺店,"114.020647,22.642007",¥14,"哈尔滨红肠                                ,
哈尔滨啤酒                                ,
拌干豆腐丝                                ,
红油耳丝                                ,
维他柠檬茶                                ,
东北熏鸡                                ,
怡宝矿泉水                                ,
百事可乐                                ,
加多宝                                ,
雪碧",1118
华澜焱重庆特色火锅,深圳市,宝安区,广东省深圳市宝安区重庆特色火锅,"113.803379,22.731474",¥50,"极品毛肚                                ,
牛油鸳鸯锅                                ,
千层五花肉                                ,
菊花胗花                                ,
大刀柳叶腰花                                ,
现炸酥肉                                ,
脆皮肠                                ,
麻辣牛肉                                ,
黄喉                                ,
牛百叶",1119
尊宝比萨(富通城店),深圳市,宝安区,广东省深圳市宝安区尊宝比萨,"113.854380,22.569454",¥39,"香辣至尊比萨                                ,
新奥尔良烤鸡肉比萨                                ,
苏丹王黄金果肉榴莲比萨                                ,
超级豪华                                ,
超级豪华比萨                                ,
核桃仁烤鸡比萨                                ,
豪华披萨                                ,
意大利肉酱面                                ,
劲爆鸡米花                                ,
新奥尔良烤翅",1120
牛帮主汕头牛肉火锅(流塘店),深圳市,宝安区,广东省深圳市宝安区汕头牛肉火锅,"113.824955,22.696083",¥85,"四肚拼盘                                ,
吊龙伴                                ,
雪花牛肉                                ,
吊龙肉                                ,
三花趾                                ,
湿炒牛河                                ,
普宁炸豆干                                ,
牛丸牛杂汤                                ,
匙柄肉                                ,
嫩肉汤",1121
忆华烧腊快餐,深圳市,南山区,广东省深圳市南山区忆华烧腊快餐,"113.949531,22.556218",,"烧鹅饭                                ,
江南东坡肉饭                                ,
金牌烧鸭饭                                ,
澳门烧肉饭                                ,
清远白切鸡饭                                ,
卤水猪耳饭                                ,
烧味四宝饭                                ,
孜然秋刀鱼饭                                ,
卤水猪舌饭                                ,
卤水拼盘",1122
嘟嘟生蚝,深圳市,福田区,广东省深圳市福田区嘟嘟生蚝,"114.063333,22.515685",¥102,"青口                                ,
烤豆皮                                ,
卤土豆                                ,
卤猪手                                ,
烤鲭鱼                                ,
原味生蚝                                ,
大方小豆腐                                ,
暴炒鱼扣                                ,
鸡脆骨                                ,
烤茄子",1123
麦当劳(布吉佳兆业广场店),深圳市,龙华区,广东省深圳市龙华区麦当劳,"114.031424,22.637451",¥23,"麦乐鸡块                                ,
草莓新地                                ,
原味板烧鸡腿堡                                ,
脆皮枫糖风味鸡翅                                ,
奶油坚果酱蛋牛堡                                ,
杂果缤纷奇乐酷                                ,
经典麦辣鸡腿汉堡                                ,
吉士汉堡包                                ,
不素之霸双层牛肉堡                                ,
菠萝派",1124
清真中国兰州拉面,深圳市,龙岗区,广东省深圳市龙岗区中国兰州拉面,"114.057617,22.632213",¥13,,1125
乐凯撒·榴莲比萨(西乡天虹店),深圳市,福田区,广东省深圳市福田区乐凯撒榴莲比萨,"114.037826,22.560962",¥57,"拉丁烤肠                                ,
蒲烧鳗鱼                                ,
香芒醉鸡                                ,
牛油果霜                                ,
苏丹王榴莲                                ,
乐小辣鸡中翅                                ,
清椰榴梿比萨（苏丹王榴梿）                                ,
招牌榴莲海底椰                                ,
爆果肉榴梿比萨                                ,
烤翅",1126
小菌花串串香火锅,深圳市,宝安区,广东省深圳市宝安区小菌花串串香,"113.869793,22.568624",¥71,"折耳根牛肉                                ,
米酒                                ,
芽菜蛋炒饭                                ,
十秒菌把                                ,
特色小菌花                                ,
鬼火冒豆花                                ,
卤串串                                ,
香菜牛肉                                ,
麻辣牛肉                                ,
鲜鸭肠",1127
侏罗纪咖啡,深圳市,南山区,广东省深圳市南山区侏罗纪咖啡,"113.942261,22.548976",¥23,"黄金曼特宁                                ,
肯尼亚aa                                ,
霸王龙冰啡                                ,
玫瑰茄华夫饼                                ,
奥利奥巧克力华夫饼                                ,
百香橙味特饮                                ,
恐龙蛋套餐                                ,
姜汁拿铁                                ,
蜂蜜柚子茶                                ,
暴龙焦糖咖啡",1128
欢乐海岸,深圳市,南山区,广东省深圳市南山区欢乐海岸,"113.987940,22.523418",,,1129
诺食荟·老匠鱼头(龙华民治优城店),深圳市,龙华区,广东省深圳市龙华区民治优城店,"114.036859,22.628757",¥69,"蒜蓉小龙虾                                ,
招牌鱼头                                ,
桑拿跳舞虾                                ,
湖南小炒肉                                ,
长沙臭豆腐                                ,
本草养生鸭                                ,
养生好龙骨肉丸汤                                ,
龙虾                                ,
本草纲目养生鸭                                ,
正宗乡里土笋",1130
大弗兰丨湖南米粉小吃(欢乐海岸店),深圳市,龙岗区,广东省深圳市龙岗区湖南米粉,"114.060813,22.608005",¥39,"糖油粑粑                                ,
葱油粑粑                                ,
红烧牛肉粉                                ,
长沙臭豆腐                                ,
嗦螺                                ,
老长沙大香肠                                ,
焦糖豆花                                ,
麻辣牛肉拌粉                                ,
猪油拌粉                                ,
冰粉",1131
东宝制造·海鲜火锅(香蜜湖1979店),深圳市,福田区,广东省深圳市福田区香蜜湖1979店,"114.029268,22.551921",¥681,"象拔蚌刺身                                ,
牛魔王拼盘                                ,
香港鲜牛颈脊                                ,
雪花肥牛                                ,
海鲜火锅                                ,
新鲜海虾                                ,
刺身拼盘                                ,
牛肉                                ,
刺身拼盘                                ,
三文鱼                                ,
鹅肝",1132
龙深牛肉火锅,深圳市,南山区,广东省深圳市南山区龙深牛肉火锅,"113.952369,22.558251",,"牛杂火锅                                ,
牛肉火锅                                ,
青岛纯生                                ,
湿炒牛河                                ,
炒牛肉米粉                                ,
牛丸汤河粉                                ,
牛肚汤粿条                                ,
牛肉拼牛丸汤粿条                                ,
排骨饭                                ,
肥牛",1133
东贝爱面,深圳市,福田区,广东省深圳市福田区东贝爱面,"114.091883,22.537425",¥23,"绿豆爽                                ,
猪肚丸板筋肉汤河粉                                ,
海鲜面河粉米粉                                ,
猪肚丸板筋汤面                                ,
彩椒肉沫腌面                                ,
爱西干面                                ,
五谷养生杂粮粥                                ,
新鲜猪杂河粉                                ,
鲜鸡蛋猪肉肠粉                                ,
新鲜猪杂海鲜汤",1134
7+1探锅炭火烤鱼烧烤(莲塘店),深圳市,罗湖区,广东省深圳市罗湖区莲塘店,"114.169875,22.562500",¥56,"莴笋片                                ,
清江鱼                                ,
江团鱼                                ,
配菜                                ,
烤豆皮                                ,
豆腐皮                                ,
土豆片                                ,
藕片                                ,
金针菇                                ,
烤鱼",1135
大堂酒廊(深圳香格里拉大酒店),深圳市,罗湖区,广东省深圳市罗湖区大堂酒廊,"114.118000,22.533250",¥143,"海南鸡饭                                ,
烧鹅                                ,
三文治                                ,
伯爵茶                                ,
鲜榨哈蜜瓜汁                                ,
牛排                                ,
烧肉                                ,
拿铁                                ,
烤蔬菜芝士黑麦包三文治                                ,
缤纷自助下午茶",1136
